"target_end_date","target","location","model","location_name","ae","wgt_iw","wgt_pen_u","wgt_pen_l","wis"
2021-04-24,"1 wk ahead inc case","01","BPagano-RtDriven","Alabama",1691.9779,219.492195857143,585.398997142857,0,804.891193
2021-04-24,"1 wk ahead inc case","01","CEID-Walk","Alabama",633.268,480.861092857143,90.4668571428572,0,571.32795
2021-04-24,"1 wk ahead inc case","01","Covid19Sim-Simulator","Alabama",614.06715139613,23.9275508439824,472.558914609864,0,496.486465453847
2021-04-24,"1 wk ahead inc case","01","CovidAnalytics-DELPHI","Alabama",2140,190.109938961428,1052.21338651817,0,1242.3233254796
2021-04-24,"1 wk ahead inc case","01","COVIDhub-baseline","Alabama",224,351.334464285714,32,0,383.334464285714
2021-04-24,"1 wk ahead inc case","01","COVIDhub-ensemble","Alabama",1505,167.728571428571,558.428571428571,0,726.157142857143
2021-04-24,"1 wk ahead inc case","01","CU-select","Alabama",1986,62.2928571428571,1563.85714285714,0,1626.15
2021-04-24,"1 wk ahead inc case","01","IEM_MED-CovidProject","Alabama",563.537856156256,141.053958825597,94.1202937297072,0,235.174252555305
2021-04-24,"1 wk ahead inc case","01","JHU_CSSE-DECOM","Alabama",1519.8090710644,65.6598449170341,952.393355427506,0,1018.05320034454
2021-04-24,"1 wk ahead inc case","01","JHUAPL-Bucky","Alabama",1504.93102,135.124203357143,622.147505714286,0,757.271709071429
2021-04-24,"1 wk ahead inc case","01","Karlen-pypm","Alabama",1736.5,159.734285714286,731.014285714286,0,890.748571428571
2021-04-24,"1 wk ahead inc case","01","KITmetricslab-select_ensemble","Alabama",1147.35339449061,99.2180519519,550.725321075319,0,649.943373027219
2021-04-24,"1 wk ahead inc case","01","LANL-GrowthRate","Alabama",1646,258.747857142857,414.285714285714,0,673.033571428571
2021-04-24,"1 wk ahead inc case","01","LNQ-ens1","Alabama",1023.45681988755,204.070548731327,230.719533530217,0,434.790082261544
2021-04-24,"1 wk ahead inc case","01","RobertWalraven-ESG","Alabama",1546.03,169.317285714286,625.361428571429,0,794.678714285714
2021-04-24,"1 wk ahead inc case","01","UChicagoCHATTOPADHYAY-UnIT","Alabama",264.92,2.86114285714284,0,252.314285714286,255.175428571429
2021-04-24,"1 wk ahead inc case","01","USC-SI_kJalpha","Alabama",1100,135.354438491645,557.696786790906,0,693.051225282551
2021-04-24,"1 wk ahead inc case","01","UVA-Ensemble","Alabama",1839.73455054896,418.249395152207,330.2936180148,0,748.543013167008
2021-04-24,"1 wk ahead inc case","02","BPagano-RtDriven","Alaska",89.42039,126.577219142857,12.7743414285714,0,139.351560571429
2021-04-24,"1 wk ahead inc case","02","CEID-Walk","Alaska",2.94699999999989,29.5200071428571,0.420999999999984,0,29.9410071428571
2021-04-24,"1 wk ahead inc case","02","Covid19Sim-Simulator","Alaska",186.41909652927,8.23228688584478,0,94.8355213979986,103.067808283843
2021-04-24,"1 wk ahead inc case","02","CovidAnalytics-DELPHI","Alaska",168,68.2793452916548,24,0,92.2793452916548
2021-04-24,"1 wk ahead inc case","02","COVIDhub-baseline","Alaska",1,42.81,0,0.142857142857143,42.9528571428572
2021-04-24,"1 wk ahead inc case","02","COVIDhub-ensemble","Alaska",104,54.7857142857143,14.8571428571429,0,69.6428571428571
2021-04-24,"1 wk ahead inc case","02","CU-select","Alaska",436,30.0214285714286,262,0,292.021428571429
2021-04-24,"1 wk ahead inc case","02","IEM_MED-CovidProject","Alaska",222.095888789561,46.7168058760352,44.9657334895989,0,91.6825393656341
2021-04-24,"1 wk ahead inc case","02","JHU_CSSE-DECOM","Alaska",23.7214557266996,26.7615979494071,3.38877938952851,0,30.1503773389356
2021-04-24,"1 wk ahead inc case","02","JHUAPL-Bucky","Alaska",118.55869,56.1230110714286,16.9369557142857,0,73.0599667857143
2021-04-24,"1 wk ahead inc case","02","Karlen-pypm","Alaska",323,94.89,0,58.6571428571428,153.547142857143
2021-04-24,"1 wk ahead inc case","02","KITmetricslab-select_ensemble","Alaska",52.57166798512,33.5563132173139,0,7.51023828358858,41.0665515009025
2021-04-24,"1 wk ahead inc case","02","LANL-GrowthRate","Alaska",466,170.575357142857,66.5714285714286,0,237.146785714286
2021-04-24,"1 wk ahead inc case","02","LNQ-ens1","Alaska",128.283310713745,109.787307003814,18.3261872448208,0,128.113494248635
2021-04-24,"1 wk ahead inc case","02","RobertWalraven-ESG","Alaska",179.56,16.6577857142857,85.2085714285714,0,101.866357142857
2021-04-24,"1 wk ahead inc case","02","UChicagoCHATTOPADHYAY-UnIT","Alaska",117.03,1.17314285714285,109.584285714286,0,110.757428571429
2021-04-24,"1 wk ahead inc case","02","USC-SI_kJalpha","Alaska",205,17.4001084989878,96.3338052411086,0,113.733913740096
